leadercode,stname,Region,rolecode,professionaltitle,militaryrank,culturaltitle,religioustitle,fullbirthname,popularname,nameone,nametwo,nomdeguerrekunya,alsoknownasaka,confdesc,groupname,altname,revmodcode,gender,yearofbirth,yearofdeath,dead,placeofbirth,leadershipage,dynamicage,entrymethod,powersharing,education,areaofstudy,cat_areaofstudy1,cat_areaofstudy2,educusuk,educwest,married,marriageage,children,religion,family,affiliation,physical,mental,occupation,military,nsmilitary,combat,govpost,exile,studyab,studyab_yr_total,studyab_level,studyab_countries,milab,workab,expabroad,prison,assassin,deathcause,languages,english,polyglot,status,gscholar,year,duration,observation,ldrnum,ldrstwar_month,ldrstwar_year,ldrendwar_month,ldrendwar_year,conflictid,dyadid,actorid,incompatibility,intensitylevel,terrcont,prevactive,rebstrength,strengthcent,k_a,km_a,t_a,tm_a,diaspora,finance,nagtheo,nag_support,islamist,stdcinc,xpolity,rgdppc,ccode,africa,asia,europe,mena,americas,last_dynamicage
128,Indonesia,South-Eastern Asia,220.0,,,,,Elkey Bemey,Elkey Bemey,Elkey,Bemey,,,Indonesia vs OPM,Organisasi Papua Merdeka (OPM)/West Papua National Liberation Army (TPN),Free Papua Movement,146.0,Male,,1981.0,1.0,,,,Unclear,0.0,,,,,,,,,,Christianity,,,,,,,,,0.0,0.0,,,,,,,,0.0,,Fratricide,Papuan,0.0,0.0,Incomplete,22,1980.0-1981.0,11.0,892,4.0,8.0,1980.0,12.0,1981.0,94.0,498.0,1108.0,0.0,2.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0,0.0,-4.0,1989.0,850.0,0.0,1.0,0.0,0.0,0.0,
129,Democratic Republic of Congo,Sub-Saharan Africa,131.0,,,,,Emile Ilunga,Emile Ilunga,Emile,Ilunga,,,DRC vs RCD,,,,Male,,,,North Katanga,,,Appointed/Designated,,,,,,,,,,,,,1.0,,,Medicine,,,,1.0,,,,,,,1.0,,,,,,,,Incomplete,270,1999.0-2000.0,5.0,502,2.0,5.0,1999.0,10.0,2000.0,86.0,40.0,1270.0,1.0,2.0,1.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0,0.0,-5.0,217.0,490.0,1.0,0.0,0.0,0.0,0.0,
130,Nicaragua,Central America,340.0,,,,,Enrique Bermudez,Enrique Bermudez,Enrique,Bermudez,,,Nicaragua vs FDN/Contras,Contras/Fuerza Democrática Nicaragüense (FDN)/Resistencia Nicaragüense (RN),,304.0,Male,1932.0,1991.0,1.0,Nicaragua,49.0,50.0,Founded/Co-founded,0.0,Obtained Bachelor's,Military Studies,Military,,1.0,1.0,1.0,,1.0,Christianity,0.0,0.0,0.0,0.0,Military,1.0,0.0,0.0,0.0,1.0,1.0,8.0,Master's,United States of America,1.0,1.0,4.0,0.0,0.0,Assassinated by rival group,Spanish,0.0,0.0,Complete,2960,1982.0-1984.0,6.0,1299,1.0,3.0,1982.0,2.0,1984.0,140.0,231.0,1620.0,1.0,2.0,0.0,0.0,2.0,2.0,878.0,689.0,122.0,77.0,0.0,1.0,0.0,1.0,0,0.0,-1.0,3065.0,93.0,0.0,0.0,0.0,0.0,1.0,52.0
131,Democratic Republic of Congo,Sub-Saharan Africa,132.0,,,,,Ernest Wamba dia Wamba,Ernest Wamba dia Wamba,Ernest,Wamba,,,DRC vs RCD,Rally for Congolese Democracy,RCD,,Male,1942.0,2020.0,0.0,"Sundi-Lutete, Kongo Central Province, Democratic Republic of the Congo",56.0,56.0,Elected,0.0,Obtained Master's,Business,Business,,1.0,1.0,1.0,,1.0,Christianity,1.0,1.0,0.0,0.0,Education,0.0,0.0,0.0,0.0,1.0,1.0,6.0,Master's,United States of America,0.0,1.0,3.0,1.0,0.0,,"French, English",1.0,0.0,Complete,390,1998.0-1999.0,3.0,504,1.0,8.0,1998.0,5.0,1999.0,86.0,40.0,1270.0,1.0,2.0,1.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0,0.0,-5.0,246.0,490.0,1.0,0.0,0.0,0.0,0.0,57.0
132,Burundi,Sub-Saharan Africa,55.0,,,,,Etienne Karatasi,Etienne Karatasi,Etienne,Karatasi,,,Burundi vs Palipehutu,,,,Male,1943.0,,0.0,"Musema, Butaganzwa Commune, Kayanza Province, Burundi",47.0,48.0,Appointed/Designated,0.0,Obtained Doctorate,Medicine,Medicine,,0.0,1.0,,,,Christianity,,,0.0,0.0,Medicine,0.0,0.0,0.0,0.0,1.0,1.0,15.0,Doctorate,Denmark,0.0,1.0,3.0,0.0,,,"Kirundi, Gihutu",0.0,0.0,Complete,49,1991.0-1992.0,3.0,223,1.0,11.0,1991.0,12.0,1992.0,90.0,11.0,1276.0,1.0,1.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,-3.0,501.0,516.0,1.0,0.0,0.0,0.0,0.0,49.0
133,Chad,Sub-Saharan Africa,73.0,,,,,Eugene Koty,Eugene Koty,Eugene,Koty,,,Chad vs CNR,,,,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Incomplete,8,1993.0-1994.0,5.0,298,2.0,10.0,1993.0,12.0,1994.0,91.0,22.0,1293.0,1.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,-2.0,1017.0,483.0,1.0,0.0,0.0,0.0,0.0,
135,Israel,Middle East,259.0,,,,,Fathi Abd al-Aziz Shaqaqi,Fathi Shaqaqi,Fathi,Shaqaqi,,,Israel vs PIJ,Harakat al-Jihad al-Islami fi Filastin/Saraya al-Quds,Islamic Jihad in Palestine/Palestinian Islamic Jihad (PIJ),9.0,Male,1951.0,1995.0,1.0,"Rafah, Egyptian-Controlled Gaza",28.0,44.0,Founded/Co-founded,1.0,Obtained Doctorate,Medicine,Medicine,,0.0,0.0,1.0,,1.0,Islam,0.0,1.0,0.0,0.0,Education,0.0,0.0,0.0,0.0,0.0,1.0,5.0,Doctorate,Egypt,0.0,0.0,1.0,0.0,0.0,Assassinated by government,Arabic,0.0,0.0,Complete,131,1995.0-1995.0,1.0,1025,1.0,1.0,1995.0,10.0,1995.0,37.0,380.0,1050.0,0.0,1.0,0.0,0.0,1.0,1.0,7.0,7.0,1.0,1.0,0.0,0.0,0.0,0.0,1,0.0,6.0,21901.0,666.0,0.0,0.0,0.0,1.0,0.0,44.0
136,Pakistan,South Asia,357.0,,,,Maulana,Fazal Hayat,Maulana Fazlullah,Fazal,Hayat,Maulana Fazlullah,Fazlullah,Pakistan vs TNSM,Tehrik-e Nafaz-e Shariat-e Mohammadi (TNSM),TNSM,212.0,Male,1974.0,2015.0,1.0,"Kuza Bandai Village in Khyber Pakhuntukhwa, Province of Pakistan ",28.0,33.0,Appointed/Designated,0.0,Finished secondary,Islam,Religion,,0.0,0.0,1.0,27.0,1.0,Islam,0.0,0.0,0.0,0.0,Other,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,1.0,0.0,Assassinated by external state,"Pashto, Urdu, English",1.0,0.0,Complete,554,2007.0-2007.0,1.0,1331,1.0,7.0,2007.0,12.0,2007.0,209.0,721.0,1198.0,1.0,,1.0,0.0,3.0,,0.0,0.0,0.0,0.0,,,,,0,,,,770.0,0.0,1.0,0.0,0.0,0.0,33.0
137,Ivory coast,Sub-Saharan Africa,273.0,,,,,Felix Doh,Felix Doh,Felix,Doh,,,Ivory Coast vs MPIGO,,,,Male,,2003.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,French,0.0,0.0,Incomplete,449,2002.0-2003.0,3.0,1067,1.0,11.0,2002.0,4.0,2003.0,225.0,91.0,1411.0,1.0,1.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0,0.0,4.0,1478.0,437.0,1.0,0.0,0.0,0.0,0.0,
138,Bosnia,Europe,43.0,,,,,Fikret Abdic,Fikret Abdic,Fikret,Abdic,,,Bosnia vs Autonomous Province of Western Bosnia,Autonomous Province of Western Bosnia,,,Male,1939.0,,0.0,"Donja Vidovska, Bosnia (Former Yugoslavia)",54.0,54.0,Founded/Co-founded,0.0,Finished secondary,,,,,,0.0,,0.0,Islam,0.0,1.0,0.0,0.0,Business/entrepeneurship,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,0.0,0.0,0.0,1.0,0.0,,Bosniak,0.0,0.0,Complete,488,1993.0-1995.0,6.0,191,1.0,10.0,1993.0,8.0,1995.0,202.0,294.0,1192.0,0.0,1.0,1.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,,1766.0,346.0,0.0,0.0,1.0,0.0,0.0,56.0
139,Peru,South America,366.0,,,,,Florindo Eleuterio Flores-Hala,Florindo Flores-Hala,Florindo,Flores-Hala,Comrade Artemio,,Peru vs SD,Sendero Luminoso,Shining Path,2.0,Male,1961.0,,0.0,"San Juan de Siguas, Arequipa, Peru",38.0,46.0,Unclear,0.0,Finished secondary,,,,0.0,0.0,0.0,,0.0,Christianity,0.0,0.0,0.0,0.0,Military,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,Spanish,0.0,0.0,Complete,22,1999.0-2011.0,24.0,1982,1.0,11.0,2007.0,12.0,1999.0,95.0,235.0,1611.0,1.0,1.0,0.0,1.0,1.0,3.0,21.0,18.0,5.0,3.0,0.0,1.0,0.0,0.0,0,0.0,1.0,4361.0,135.0,0.0,0.0,0.0,0.0,1.0,38.0
140,Sierra Leone,Sub-Saharan Africa,401.0,,,,,Foday Kallay,Foday Kallay,Foday,Kallay,,,Sierra Leone vs WSN,,,,Male,1975.0,,,Sierra Leone,,25.0,,,,,,,,,1.0,,,,,,1.0,,Military,1.0,1.0,1.0,,,,,,,,,,0.0,,,"Krio, English",1.0,0.0,Incomplete,96,2000.0-2000.0,1.0,1530,1.0,8.0,2000.0,9.0,2000.0,187.0,714.0,1387.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0.0,4.0,784.0,451.0,1.0,0.0,0.0,0.0,0.0,25.0
141,Sierra Leone,Sub-Saharan Africa,399.0,,,,,Foday Saybana Sankoh,Foday Sankoh,Foday,Sankoh,,,Sierra Leone vs RUF,Revolutionary United Front (RUF),,82.0,Male,1937.0,2003.0,1.0,"Masang Mayoso, Tonkolili District, Sierra Leone",,54.0,Founded/Co-founded,0.0,No/incomplete primary,,,,0.0,0.0,1.0,63.0,1.0,,0.0,1.0,0.0,0.0,Other,1.0,1.0,1.0,0.0,0.0,0.0,0.0,,,1.0,0.0,1.0,1.0,0.0,Disease/natural causes,"Krio, English",1.0,0.0,Complete,3560,1991.0-2000.0,31.0,1528,1.0,4.0,1991.0,5.0,2000.0,187.0,130.0,1384.0,1.0,2.0,1.0,1.0,2.0,2.0,366.0,333.0,41.0,21.0,0.0,1.0,0.0,1.0,0,0.0,4.0,784.0,451.0,1.0,0.0,0.0,0.0,0.0,63.0
142,Papua New Guinea,Oceania,361.0,,,,,Francis Ona,Francis Ona,Francis,Ona,,,Papua New Guinea vs BRA,The Bougainville Revolutionary Army,BRA,,Male,1953.0,2005.0,1.0,,35.0,36.0,Founded/Co-founded,0.0,,,,,,,,,,Christianity,0.0,1.0,0.0,0.0,Laborer,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,Disease/natural causes,Nasioi,0.0,0.0,Complete,206,1989.0-1998.0,36.0,1347,1.0,10.0,1989.0,1.0,1998.0,174.0,337.0,1171.0,0.0,1.0,1.0,0.0,3.0,2.0,0.0,0.0,9.0,1.0,0.0,0.0,0.0,1.0,0,0.0,4.0,2297.0,910.0,0.0,1.0,0.0,0.0,0.0,45.0
143,Colombia,South America,100.0,,,,,Francisco Caraballo,Francisco Caraballo,Francisco,Caraballo,,,Colombia vs EPL,"Ejercito Popular de Liberacion (EPL)/Esperanza, Paz, y Libertad",Popular Liberation Army,28.0,Male,1936.0,,0.0,Colombia,51.0,51.0,Appointed/Designated,0.0,Obtained Bachelor's,,Unknown,,0.0,0.0,1.0,,1.0,Christianity,0.0,1.0,0.0,0.0,Education,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,Spanish,0.0,0.0,Complete,2030,1987.0-1990.0,22.0,376,3.0,2.0,1987.0,8.0,1990.0,92.0,343.0,1607.0,1.0,1.0,0.0,0.0,1.0,2.0,54.0,38.0,23.0,12.0,0.0,1.0,0.0,0.0,0,0.0,6.0,6303.0,100.0,0.0,0.0,0.0,0.0,1.0,54.0
144,Spain,Europe,424.0,,,,,Francisco Mugica Garmendia,Francisco Garmendia,Francisco,Garmendia,Artapalo; Pakito,,Spain vs ETA,Euskadi ta Askatasuna (ETA)/Batasuna,Basque Homeland and Freedom,6.0,Male,1954.0,,0.0,"Ordizia, Spain",33.0,37.0,Appointed/Designated,0.0,,,,,,,0.0,,0.0,Christianity,,0.0,0.0,0.0,Activist,0.0,1.0,1.0,0.0,1.0,0.0,0.0,,,0.0,0.0,1.0,0.0,0.0,,"Basque, Spanish",0.0,0.0,Complete,676,1987.0-1992.0,6.0,2030,1.0,1.0,1991.0,12.0,1987.0,147.0,366.0,1156.0,0.0,1.0,0.0,1.0,1.0,3.0,29.0,26.0,88.0,39.0,0.0,0.0,0.0,1.0,0,0.0,7.0,12690.0,230.0,0.0,0.0,1.0,0.0,0.0,33.0
145,Central African Republic,Sub-Saharan Africa,66.0,,,,,François Bozizé Yangouvonda,François Bozizé,François,Bozizé,,,Central African Republic vs Forces of Francois Bozize,Forces of Francois Bozize,,,Male,1946.0,,0.0,"Mouila, Gabon",55.0,56.0,Founded/Co-founded,0.0,Obtained Bachelor's,Military Studies (Officer Training),Military,,0.0,1.0,1.0,,1.0,Christianity,0.0,1.0,0.0,0.0,Military,1.0,1.0,1.0,1.0,1.0,1.0,13.0,Bachelor's,"Central African Republic, France, Cabinda",1.0,0.0,3.0,1.0,0.0,,French,0.0,0.0,Complete,954,2002.0-2003.0,1.0,288,1.0,10.0,2002.0,3.0,2003.0,222.0,287.0,1407.0,1.0,1.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,-2.0,594.0,482.0,1.0,0.0,0.0,0.0,0.0,57.0
146,Yugoslavia,Eastern Europe,490.0,,,,,Franjo Tudjman,Franjo Tudjman,Franjo,Tudjman,,,Yugoslavia vs Republic of Croatia,Republic of Croatia,,,Male,1922.0,1999.0,1.0,"Veliko Trgovisce, Kingdom of Serbs, Croats, and Slovenes (Now Croatia)",68.0,69.0,Elected,0.0,Obtained Doctorate,History,History,,0.0,0.0,1.0,999.0,1.0,,1.0,0.0,0.0,0.0,Other,1.0,1.0,1.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,1.0,0.0,Disease/natural causes,Croatian,0.0,0.0,Complete,6390,1991.0-1991.0,1.0,1888,1.0,6.0,1991.0,12.0,1991.0,190.0,272.0,1180.0,0.0,2.0,1.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,-3.0,6144.0,345.0,0.0,0.0,1.0,0.0,0.0,69.0
147,Rwanda,Sub-Saharan Africa,394.0,,,,,Fred Rwigyema,Fred Rwigyema,Fred,Rwigyema,,,Rwanda vs RPF,,,,Male,1957.0,1990.0,1.0,"Musambira, Rwanda",32.0,33.0,Appointed/Designated,0.0,Finished secondary,,,,0.0,0.0,1.0,,1.0,,,,0.0,0.0,Military,1.0,1.0,1.0,1.0,1.0,1.0,,Secondary,Uganda,1.0,0.0,3.0,0.0,0.0,KIA,,,,Complete,468,1990.0-1990.0,1.0,1495,1.0,10.0,1990.0,10.0,1990.0,179.0,127.0,1379.0,1.0,2.0,0.0,0.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0,0.0,-3.0,1061.0,517.0,1.0,0.0,0.0,0.0,0.0,33.0
148,Venezuela,South America,482.0,,,,,Gabriel Rafael Puerta Aponte,Gabriel Puerta Aponte,Gabriel,Puerta Aponte,,,Venezuela vs BR,Bandera Roja,Red Flag,370.0,Male,1941.0,,0.0,"Libertador Bolivarian Municipality, Venezuela ",39.0,41.0,Unclear,0.0,,,,,,,0.0,,0.0,Christianity,1.0,1.0,0.0,0.0,Activist,0.0,1.0,1.0,0.0,0.0,,,,,0.0,0.0,,1.0,0.0,,Spanish,0.0,0.0,Complete,582,1982.0-1982.0,1.0,1874,1.0,1.0,1982.0,4.0,1982.0,80.0,778.0,1602.0,1.0,1.0,0.0,0.0,1.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0,0.0,6.0,9846.0,101.0,0.0,0.0,0.0,0.0,1.0,41.0
149,Ethiopia,Sub-Saharan Africa,151.0,,,,,Galassa Dilbo,Galassa Dilbo,Galassa,Dilbo,Yohannis Benti,,Ethiopia vs OLF,Adda Bilisummaa Oromoo (ABO)/Oromo Liberation Front (OLF),OLF,167.0,Male,,,0.0,"Horo Gudru, Wollega Region, Ethiopia",,,Elected,0.0,Finished secondary,,,,0.0,0.0,,,,,,1.0,0.0,0.0,Activist,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,"Oromo, Amharic",0.0,0.0,Complete,5,1980.0-1999.0,194.0,608,3.0,3.0,1980.0,12.0,1999.0,219.0,55.0,1404.0,0.0,2.0,1.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,1.0,471.0,530.0,1.0,0.0,0.0,0.0,0.0,
150,Azerbaijan,Middle East,37.0,,,,,Garen Baburyan,Garen Baburyan,Garen,Baburyan,,,Azerbaijan vs NKR,Nagorno-Karabakh Republic,NKR,,Male,1954.0,2011.0,1.0,"Stepanakert, Nagorno-Karabakh Republic, Azerbaijan",39.0,39.0,Appointed/Designated,0.0,Obtained Bachelor's,Law,Law,,,,0.0,,0.0,Christianity,,0.0,0.0,0.0,Career politician,1.0,0.0,0.0,1.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,Disease/natural causes,Armenian,0.0,0.0,Complete,1,1993.0-1994.0,7.0,164,4.0,6.0,1993.0,5.0,1994.0,193.0,361.0,1181.0,0.0,2.0,1.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,-3.0,4066.0,373.0,0.0,0.0,1.0,0.0,0.0,40.0
151,Ivory coast,Sub-Saharan Africa,270.0,,,,,Gaspard Deli,Gaspard Deli,Gaspard,Deli,,,Ivory Coast vs MJP,,,,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Incomplete,40,2002.0-2003.0,3.0,1063,1.0,12.0,2002.0,12.0,2003.0,225.0,245.0,1409.0,1.0,1.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0,0.0,4.0,1478.0,437.0,1.0,0.0,0.0,0.0,0.0,
152,Myanmar,South-Eastern Asia,317.0,,General,,,Aung Than Lay,Aung Than Lay,Aung,Than Lay,,,Myanmar vs KNPP,Karenni National Progressive Party (KNPP)/Karenni Army,KNPP,337.0,Male,1929.0,2010.0,1.0,"Yonetaw Village, Myanmar",,67.0,Unclear,,,,,,,,1.0,,1.0,,,,,,,,1.0,1.0,,,,,,,,,,,,Disease/natural causes,,,,Incomplete,7550,1992.0-1996.0,2.0,2060,1.0,1.0,1996.0,12.0,1992.0,56.0,311.0,1067.0,0.0,1.0,1.0,1.0,1.0,2.0,7.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0,0.0,-3.0,1147.0,775.0,0.0,1.0,0.0,0.0,0.0,63.0
153,Somalia,Sub-Saharan Africa,409.0,,,,,Abdirahman Ahmed Ali Tuur,Abdirahman Ahmed Ali Tuur,Abdirahmah,Ahmed,,,Somalia vs SNM,Somali National Movement,,,Male,1928.0,2011.0,1.0,"Burao, Somalia",62.0,62.0,Appointed/Designated,0.0,Obtained Bachelor's,Public Administration and Military,Public Affairs,Military,1.0,1.0,1.0,,0.0,Islam,0.0,1.0,0.0,0.0,Career politician,0.0,1.0,1.0,1.0,0.0,1.0,1.0,Bachelor's,United Kingdom,1.0,0.0,2.0,0.0,0.0,Disease/natural causes,"Somali, Arabic, English, Dinka, English",1.0,0.0,Complete,148,1990.0-2011.0,20.0,1657,4.0,4.0,1990.0,7.0,2011.0,141.0,207.0,1350.0,1.0,2.0,1.0,0.0,1.0,3.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0,0.0,-2.0,2308.0,520.0,1.0,0.0,0.0,1.0,0.0,49.0
154,Israel,Middle East,256.0,Doctor,,,,George Habash,George Habash,George,Habash,al-Hakim,,Israel vs PFLP,al-Jabha al-Sha'biyye li-Tahrir Filastin/PFLP Special Operations Group,Popular Front for the Liberation of Palestine (PFLP),49.0,Male,1926.0,2008.0,1.0,"Lydda, British Mandatory Palestine",41.0,63.0,Founded/Co-founded,0.0,Obtained Doctorate,Medicine,Medicine,,0.0,0.0,1.0,35.0,1.0,Christianity,1.0,1.0,0.0,0.0,Medicine,0.0,1.0,0.0,0.0,0.0,1.0,5.0,Doctorate,Lebanon,0.0,0.0,1.0,0.0,0.0,Disease/natural causes,"Arabic, English",1.0,0.0,Complete,2680,1989.0-1989.0,1.0,1022,1.0,1.0,1989.0,12.0,1989.0,37.0,419.0,1047.0,0.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0,0.0,6.0,17591.0,666.0,0.0,0.0,0.0,1.0,0.0,63.0
155,Azerbaijan,Middle East,38.0,,,,,Georgy Petrosyan,Georgy Petrosyan,Georgy,Petrosyan,,,Azerbaijan vs NKR,Nagorno-Karabakh Republic,NKR,,Male,1953.0,,0.0,"Stepanakert, Nagorno-Karabakh Republic, Azerbaijan",39.0,39.0,Elected,0.0,Obtained Bachelor's,Electrical Engineering,Engineering,,0.0,0.0,1.0,,1.0,Christianity,,0.0,0.0,0.0,Engineering,1.0,0.0,1.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,Armenian,0.0,0.0,Complete,518,1992.0-1993.0,5.0,166,3.0,4.0,1992.0,6.0,1993.0,193.0,361.0,1181.0,0.0,2.0,1.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,-3.0,5245.0,373.0,0.0,0.0,1.0,0.0,0.0,40.0
156,United Kingdom,Europe,470.0,,,,,Gerard Adams,Gerry Adams,Gerry,Adams,,Gerry Adams,UK vs PIRA,Provisional Irish Republican Army (PIRA)/Irish Republican Army (IRA)/Óghlaigh na hÉireann,IRA,4.0,Male,1948.0,,0.0,"Belfast, United Kingdom",29.0,34.0,Elected,0.0,Finished primary,,,,1.0,1.0,1.0,23.0,1.0,Christianity,1.0,1.0,0.0,0.0,Other,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,1.0,0.0,,English,1.0,0.0,Complete,22500,1982.0-1998.0,165.0,1850,8.0,9.0,1982.0,4.0,1998.0,119.0,216.0,1124.0,0.0,1.0,0.0,0.0,1.0,3.0,81.0,48.0,334.0,265.0,1.0,0.0,0.0,1.0,0,1.0,7.0,26862.0,200.0,0.0,0.0,1.0,0.0,0.0,50.0
159,Togo,Sub-Saharan Africa,450.0,,,,,Gilchrist Olympio,Gilchrist Olympio,Gilchrist,Olympio,,,Togo vs MTD,Togolese Movement for Democracy,,,Male,1936.0,,0.0,"Lomé, Togo",31.0,50.0,Founded/Co-founded,0.0,Obtained Doctorate,Economics and Political Science,Economics,Political Science,1.0,1.0,1.0,,1.0,Christianity,1.0,1.0,0.0,0.0,Economics,0.0,0.0,0.0,0.0,0.0,1.0,10.0,Doctorate,"United States of America, United Kingdom",0.0,1.0,2.0,0.0,0.0,,"French, English",1.0,0.0,Complete,229,1986.0-1986.0,1.0,1736,1.0,9.0,1986.0,9.0,1986.0,163.0,471.0,1367.0,1.0,1.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,0.0,-3.0,969.0,461.0,1.0,0.0,0.0,0.0,0.0,50.0
160,Croatia,Europe,119.0,,,,,Goran Hadzic,Goran Hadzic,Goran,Hadzic,,,Croatia vs Serbian Republic of Krajina,Serbian Republic of Krajina,,,Male,1958.0,2016.0,1.0,"Vinkovci, Croatia (Former Yugoslavia)",33.0,34.0,Elected,0.0,,,,,,,1.0,,1.0,Christianity,,1.0,0.0,0.0,Laborer,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,Disease/natural causes,"Serbian, Croatian",0.0,0.0,Complete,692,1992.0-1994.0,6.0,471,2.0,2.0,1992.0,1.0,1994.0,195.0,303.0,1183.0,0.0,1.0,1.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,-3.0,8568.0,344.0,0.0,0.0,1.0,0.0,0.0,36.0
161,Chad,Sub-Saharan Africa,84.0,,,,,Goukouni Guet,Goukouni Guet,Goukouni,Guet,,,Chad vs MDD,Movement for Democracy and Development,,,Male,,1992.0,1.0,,,,,,,,,,,,1.0,,1.0,,,,,,,,1.0,,,,0.0,0.0,,,1.0,,,0.0,0.0,Assassinated by government,,,,Incomplete,61,1991.0-1992.0,3.0,326,1.0,12.0,1991.0,4.0,1992.0,91.0,25.0,1292.0,1.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,-2.0,1021.0,483.0,1.0,0.0,0.0,0.0,0.0,
162,Chad,Sub-Saharan Africa,82.0,,,,,Goukouni Oueddei,Goukouni Oueddei,Goukouni,Oueddei,,,Chad vs GUNT,Transitional Government of National Unity,GUNT,,Male,1943.0,,0.0,"Zouar, Chad",37.0,40.0,Appointed/Designated,0.0,Finished primary,Islam,Religion,,0.0,0.0,1.0,,1.0,Islam,1.0,0.0,0.0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,"Tebu, Arabic, French",0.0,0.0,Complete,312,1983.0-1986.0,10.0,322,1.0,2.0,1983.0,11.0,1986.0,91.0,663.0,1287.0,1.0,1.0,1.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,-3.0,913.0,483.0,1.0,0.0,0.0,0.0,0.0,43.0
163,Philippines,South-Eastern Asia,377.0,,,,,Gregorio Honasan,Gregorio Honasan,Gregorio,Honasan,,,Philippines vs Military Faction,RAM (Rebolusyonaryong Alyansang Makabansa),Reform the Armed Forces Movement,,Male,1948.0,,0.0,"Baguio City, Philippines",39.0,39.0,Unclear,0.0,Obtained Master's,Business Management,Business,,0.0,0.0,1.0,,1.0,Christianity,,0.0,0.0,0.0,Sciences,1.0,0.0,1.0,1.0,0.0,1.0,,Secondary,Taiwan,0.0,0.0,1.0,0.0,0.0,,"Tagalog, English",1.0,0.0,Complete,378,1987.0-1990.0,10.0,1431,1.0,1.0,1987.0,12.0,1990.0,10.0,220.0,1011.0,1.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,7.0,3284.0,840.0,0.0,1.0,0.0,0.0,0.0,42.0
