leadercode,rolecode,professionaltitle,militaryrank,culturaltitle,religioustitle,fullbirthname,popularname,nameone,nametwo,nomdeguerrekunya,alsoknownasaka,stname,confdesc,groupname,altname,revmodcode,gender,yearofbirth,yearofdeath,dead,placeofbirth,leadershipage,dynamicage,entrymethod,powersharing,education,areaofstudy,cat_areaofstudy1,cat_areaofstudy2,educusuk,educwest,married,marriageage,children,religion,family,affiliation,physical,mental,occupation,military,nsmilitary,combat,govpost,exile,studyab,studyab_yr_total,studyab_level,studyab_countries,milab,workab,expabroad,prison,assassin,deathcause,languages,english,polyglot,status,gscholar,year,duration,observation,ldrnum,ldrstwar_month,ldrstwar_year,ldrendwar_month,ldrendwar_year,conflictid,dyadid,actorid,incompatibility,intensitylevel,terrcont,prevactive,rebstrength,strengthcent,k_a,km_a,t_a,tm_a,diaspora,finance,nagtheo,nag_support,islamist,stdcinc,xpolity,rgdppc,ccode,africa,asia,europe,mena,americas,last_dynamicage
119,423.0,none,none,none,none,Domingo Iturbe Abasolo,Txomin Iturbe,Txomin,Iturbe,Txomin,none,Spain,Spain vs ETA,Euskadi ta Askatasuna (ETA)/Batasuna,Basque Homeland and Freedom,6.0,Male,1944.0,1987.0,1.0,"Mondragon, Spain",32.0,34.0,Unclear,0.0,none,none,none,none,NaN,NaN,1.0,NaN,1.0,Christianity,NaN,0.0,0.0,0.0,Laborer,0.0,1.0,1.0,0.0,1.0,0.0,0.0,none,none,0.0,0.0,1.0,0.0,0.0,Accident,"Spanish, Basque, French, Basque, Spanish",0.0,0.0,Complete,52,1978.0-1987.0,21.0,2029,1.0,10.0,1978.0,3.0,1987.0,147.0,366.0,1156.0,0.0,1.0,0.0,1.0,1.0,3.0,70.0,51.0,343.0,150.0,0.0,0.0,0.0,1.0,0,0.0,7.0,12690.0,230.0,0.0,0.0,1.0,0.0,0.0,43.0
120,453.0,none,none,none,none,Dursun Karatas,Dursun Karatas,Dursun,Karatas,none,none,Turkey,Turkey vs Dev Sol,Devrimci Sol,DEV-SOL,31.0,Male,1952.0,2008.0,1.0,Cevizdere village of Elazig in Turkey,26.0,39.0,Founded/Co-founded,0.0,Obtained Bachelor's,Technical School Area,Vocational Training,none,0.0,0.0,1.0,999.0,NaN,Islam,NaN,0.0,0.0,0.0,Activist,0.0,1.0,0.0,0.0,0.0,0.0,0.0,none,none,0.0,0.0,0.0,0.0,0.0,Disease/natural causes,Turkish,0.0,0.0,Complete,1590,1991.0-1992.0,3.0,1740,1.0,7.0,1991.0,12.0,1992.0,188.0,330.0,1177.0,1.0,1.0,0.0,0.0,1.0,3.0,8.0,5.0,74.0,17.0,0.0,0.0,0.0,1.0,0,0.0,7.0,8779.0,640.0,0.0,0.0,0.0,1.0,0.0,40.0
121,388.0,none,none,none,none,Dzhokhar Dudayev,Dzhokhar Dudayev,Dzhokhar,Dudayev,none,none,Russia,Russia vs ChRI,Chechen Republic of Ichkeria,ChRI,NaN,Male,1944.0,1996.0,1.0,"Yalhoroy, Russia, USSR, Ingush Autonomous District",47.0,50.0,Elected,0.0,Obtained Bachelor's,"Military Engineering, Military Aviation",Military,Engineering,0.0,0.0,1.0,NaN,1.0,Islam,0.0,1.0,0.0,0.0,Military,1.0,0.0,1.0,0.0,0.0,0.0,0.0,none,none,0.0,0.0,0.0,0.0,0.0,Assassinated by government,"Chechen, Russian",0.0,0.0,Complete,1270,1994.0-1996.0,6.0,1482,1.0,11.0,1994.0,4.0,1996.0,206.0,348.0,1195.0,0.0,2.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2.0,1.0,8755.0,365.0,0.0,0.0,1.0,0.0,0.0,52.0
123,168.0,none,none,none,none,Eduard Kokoyty,Eduard Kokoyty,Eamon,Doherty,none,none,Georgia,Georgia vs Republic of South Ossetia,Republic of South Ossetia,none,NaN,Male,1964.0,NaN,0.0,"Tskhivali, Georgia (Former USSR)",37.0,44.0,Elected,0.0,none,none,none,none,NaN,NaN,1.0,NaN,0.0,Christianity,NaN,1.0,0.0,0.0,Business/entrepeneurship,0.0,1.0,NaN,0.0,0.0,NaN,NaN,none,none,NaN,1.0,NaN,0.0,0.0,none,Russian,0.0,0.0,Complete,377,2004.0-2008.0,2.0,2038,1.0,8.0,2008.0,8.0,2004.0,198.0,297.0,1186.0,0.0,1.0,1.0,1.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,5.0,3974.0,372.0,0.0,0.0,1.0,0.0,0.0,40.0
124,172.0,none,none,none,none,Edward Adjei-Ampofo,Edward Adjei-Ampofo,Edward,Adjei-Ampofo,none,none,Ghana,Ghana vs Dennis and Adjei,Unnamed Forces,none,NaN,Male,NaN,NaN,NaN,NaN,NaN,NaN,Founded/Co-founded,1.0,none,none,none,none,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0,0.0,Sciences,1.0,NaN,NaN,NaN,0.0,NaN,NaN,none,none,NaN,NaN,NaN,0.0,NaN,none,none,NaN,NaN,Incomplete,23,1983.0-1983.0,1.0,661,1.0,6.0,1983.0,6.0,1983.0,98.0,504.0,1305.0,1.0,1.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,-3.0,1168.0,452.0,1.0,0.0,0.0,0.0,0.0,NaN
125,173.0,none,none,none,none,Solomon Ekow-Dennis,Ekow Dennis,Ekow,Dennis,none,none,Ghana,Ghana vs Dennis and Adjei,Unnamed Forces,none,NaN,Male,NaN,NaN,NaN,NaN,NaN,NaN,Founded/Co-founded,1.0,none,none,none,none,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0,0.0,Sciences,1.0,NaN,NaN,NaN,NaN,NaN,NaN,none,none,NaN,NaN,NaN,NaN,NaN,none,none,NaN,NaN,Incomplete,118,1983.0-1983.0,1.0,662,1.0,6.0,1983.0,6.0,1983.0,98.0,504.0,1305.0,1.0,1.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,-3.0,1168.0,452.0,1.0,0.0,0.0,0.0,0.0,NaN
127,280.0,none,none,none,none,Elie Hobeika,Elie Hobeika,Elie,Hobeika,HK,none,Lebanon,Lebanon vs LF-HF,Lebanese Forces-Hobeika,LF-H,58.0,Male,1956.0,2002.0,1.0,"Qleiaat, Lebanon",30.0,30.0,Seized power,0.0,none,none,none,none,NaN,NaN,1.0,25.0,1.0,Christianity,0.0,1.0,0.0,0.0,none,0.0,1.0,1.0,0.0,0.0,0.0,0.0,none,none,0.0,0.0,0.0,0.0,0.0,Assassinated by external state,"Arabic, English, French",1.0,0.0,Complete,391,1986.0-1986.0,1.0,1077,1.0,1.0,1986.0,12.0,1986.0,63.0,726.0,1083.0,1.0,1.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,3.0,5973.0,660.0,0.0,0.0,0.0,1.0,0.0,30.0
128,220.0,none,none,none,none,Elkey Bemey,Elkey Bemey,Elkey,Bemey,none,none,Indonesia,Indonesia vs OPM,Organisasi Papua Merdeka (OPM)/West Papua National Liberation Army (TPN),Free Papua Movement,146.0,Male,NaN,1981.0,1.0,NaN,NaN,NaN,Unclear,0.0,none,none,none,none,NaN,NaN,NaN,NaN,NaN,Christianity,NaN,NaN,NaN,NaN,none,NaN,NaN,NaN,0.0,0.0,NaN,NaN,none,none,NaN,NaN,NaN,0.0,NaN,Fratricide,Papuan,0.0,0.0,Incomplete,22,1980.0-1981.0,11.0,892,4.0,8.0,1980.0,12.0,1981.0,94.0,498.0,1108.0,0.0,2.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,NaN,0.0,0.0,0,0.0,-4.0,1989.0,850.0,0.0,1.0,0.0,0.0,0.0,NaN
129,131.0,none,none,none,none,Emile Ilunga,Emile Ilunga,Emile,Ilunga,none,none,Democratic Republic of Congo,DRC vs RCD,NaN,none,NaN,Male,NaN,NaN,NaN,North Katanga,NaN,NaN,Appointed/Designated,NaN,none,none,none,none,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.0,NaN,NaN,Medicine,NaN,NaN,NaN,1.0,NaN,NaN,NaN,none,none,NaN,1.0,NaN,NaN,NaN,none,none,NaN,NaN,Incomplete,270,1999.0-2000.0,5.0,502,2.0,5.0,1999.0,10.0,2000.0,86.0,40.0,1270.0,1.0,2.0,1.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0,0.0,-5.0,217.0,490.0,1.0,0.0,0.0,0.0,0.0,NaN
130,340.0,none,none,none,none,Enrique Bermudez,Enrique Bermudez,Enrique,Bermudez,none,none,Nicaragua,Nicaragua vs FDN/Contras,Contras/Fuerza Democrática Nicaragüense (FDN)/Resistencia Nicaragüense (RN),none,304.0,Male,1932.0,1991.0,1.0,Nicaragua,49.0,50.0,Founded/Co-founded,0.0,Obtained Bachelor's,Military Studies,Military,none,1.0,1.0,1.0,NaN,1.0,Christianity,0.0,0.0,0.0,0.0,Military,1.0,0.0,0.0,0.0,1.0,1.0,8.0,Master's,United States of America,1.0,1.0,4.0,0.0,0.0,Assassinated by rival group,Spanish,0.0,0.0,Complete,2960,1982.0-1984.0,6.0,1299,1.0,3.0,1982.0,2.0,1984.0,140.0,231.0,1620.0,1.0,2.0,0.0,0.0,2.0,2.0,878.0,689.0,122.0,77.0,0.0,1.0,0.0,1.0,0,0.0,-1.0,3065.0,93.0,0.0,0.0,0.0,0.0,1.0,52.0
131,132.0,none,none,none,none,Ernest Wamba dia Wamba,Ernest Wamba dia Wamba,Ernest,Wamba,none,none,Democratic Republic of Congo,DRC vs RCD,Rally for Congolese Democracy,RCD,NaN,Male,1942.0,2020.0,0.0,"Sundi-Lutete, Kongo Central Province, Democratic Republic of the Congo",56.0,56.0,Elected,0.0,Obtained Master's,Business,Business,none,1.0,1.0,1.0,NaN,1.0,Christianity,1.0,1.0,0.0,0.0,Education,0.0,0.0,0.0,0.0,1.0,1.0,6.0,Master's,United States of America,0.0,1.0,3.0,1.0,0.0,none,"French, English",1.0,0.0,Complete,390,1998.0-1999.0,3.0,504,1.0,8.0,1998.0,5.0,1999.0,86.0,40.0,1270.0,1.0,2.0,1.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0,0.0,-5.0,246.0,490.0,1.0,0.0,0.0,0.0,0.0,57.0
132,55.0,none,none,none,none,Etienne Karatasi,Etienne Karatasi,Etienne,Karatasi,none,none,Burundi,Burundi vs Palipehutu,NaN,none,NaN,Male,1943.0,NaN,0.0,"Musema, Butaganzwa Commune, Kayanza Province, Burundi",47.0,48.0,Appointed/Designated,0.0,Obtained Doctorate,Medicine,Medicine,none,0.0,1.0,NaN,NaN,NaN,Christianity,NaN,NaN,0.0,0.0,Medicine,0.0,0.0,0.0,0.0,1.0,1.0,15.0,Doctorate,Denmark,0.0,1.0,3.0,0.0,NaN,none,"Kirundi, Gihutu",0.0,0.0,Complete,49,1991.0-1992.0,3.0,223,1.0,11.0,1991.0,12.0,1992.0,90.0,11.0,1276.0,1.0,1.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,-3.0,501.0,516.0,1.0,0.0,0.0,0.0,0.0,49.0
133,73.0,none,none,none,none,Eugene Koty,Eugene Koty,Eugene,Koty,none,none,Chad,Chad vs CNR,NaN,none,NaN,Male,NaN,NaN,NaN,NaN,NaN,NaN,none,NaN,none,none,none,none,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,none,NaN,NaN,NaN,NaN,NaN,NaN,NaN,none,none,NaN,NaN,NaN,NaN,NaN,none,none,NaN,NaN,Incomplete,8,1993.0-1994.0,5.0,298,2.0,10.0,1993.0,12.0,1994.0,91.0,22.0,1293.0,1.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,-2.0,1017.0,483.0,1.0,0.0,0.0,0.0,0.0,NaN
135,259.0,none,none,none,none,Fathi Abd al-Aziz Shaqaqi,Fathi Shaqaqi,Fathi,Shaqaqi,none,none,Israel,Israel vs PIJ,Harakat al-Jihad al-Islami fi Filastin/Saraya al-Quds,Islamic Jihad in Palestine/Palestinian Islamic Jihad (PIJ),9.0,Male,1951.0,1995.0,1.0,"Rafah, Egyptian-Controlled Gaza",28.0,44.0,Founded/Co-founded,1.0,Obtained Doctorate,Medicine,Medicine,none,0.0,0.0,1.0,NaN,1.0,Islam,0.0,1.0,0.0,0.0,Education,0.0,0.0,0.0,0.0,0.0,1.0,5.0,Doctorate,Egypt,0.0,0.0,1.0,0.0,0.0,Assassinated by government,Arabic,0.0,0.0,Complete,131,1995.0-1995.0,1.0,1025,1.0,1.0,1995.0,10.0,1995.0,37.0,380.0,1050.0,0.0,1.0,0.0,0.0,1.0,1.0,7.0,7.0,1.0,1.0,0.0,0.0,0.0,0.0,1,0.0,6.0,21901.0,666.0,0.0,0.0,0.0,1.0,0.0,44.0
136,357.0,none,none,none,Maulana,Fazal Hayat,Maulana Fazlullah,Fazal,Hayat,Maulana Fazlullah,Fazlullah,Pakistan,Pakistan vs TNSM,Tehrik-e Nafaz-e Shariat-e Mohammadi (TNSM),TNSM,212.0,Male,1974.0,2015.0,1.0,"Kuza Bandai Village in Khyber Pakhuntukhwa, Province of Pakistan ",28.0,33.0,Appointed/Designated,0.0,Finished secondary,Islam,Religion,none,0.0,0.0,1.0,27.0,1.0,Islam,0.0,0.0,0.0,0.0,Other,0.0,0.0,1.0,0.0,0.0,0.0,0.0,none,none,0.0,0.0,0.0,1.0,0.0,Assassinated by external state,"Pashto, Urdu, English",1.0,0.0,Complete,554,2007.0-2007.0,1.0,1331,1.0,7.0,2007.0,12.0,2007.0,209.0,721.0,1198.0,1.0,NaN,1.0,0.0,3.0,NaN,0.0,0.0,0.0,0.0,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,770.0,0.0,1.0,0.0,0.0,0.0,33.0
137,273.0,none,none,none,none,Felix Doh,Felix Doh,Felix,Doh,none,none,Ivory coast,Ivory Coast vs MPIGO,NaN,none,NaN,Male,NaN,2003.0,1.0,NaN,NaN,NaN,none,NaN,none,none,none,none,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,none,NaN,NaN,NaN,NaN,0.0,NaN,NaN,none,none,NaN,NaN,NaN,NaN,NaN,none,French,0.0,0.0,Incomplete,449,2002.0-2003.0,3.0,1067,1.0,11.0,2002.0,4.0,2003.0,225.0,91.0,1411.0,1.0,1.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0,0.0,4.0,1478.0,437.0,1.0,0.0,0.0,0.0,0.0,NaN
138,43.0,none,none,none,none,Fikret Abdic,Fikret Abdic,Fikret,Abdic,none,none,Bosnia,Bosnia vs Autonomous Province of Western Bosnia,Autonomous Province of Western Bosnia,none,NaN,Male,1939.0,NaN,0.0,"Donja Vidovska, Bosnia (Former Yugoslavia)",54.0,54.0,Founded/Co-founded,0.0,Finished secondary,none,none,none,NaN,NaN,0.0,NaN,0.0,Islam,0.0,1.0,0.0,0.0,Business/entrepeneurship,0.0,0.0,0.0,1.0,0.0,0.0,0.0,none,none,0.0,0.0,0.0,1.0,0.0,none,Bosniak,0.0,0.0,Complete,488,1993.0-1995.0,6.0,191,1.0,10.0,1993.0,8.0,1995.0,202.0,294.0,1192.0,0.0,1.0,1.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,NaN,1766.0,346.0,0.0,0.0,1.0,0.0,0.0,56.0
139,366.0,none,none,none,none,Florindo Eleuterio Flores-Hala,Florindo Flores-Hala,Florindo,Flores-Hala,Comrade Artemio,none,Peru,Peru vs SD,Sendero Luminoso,Shining Path,2.0,Male,1961.0,NaN,0.0,"San Juan de Siguas, Arequipa, Peru",38.0,46.0,Unclear,0.0,Finished secondary,none,none,none,0.0,0.0,0.0,NaN,0.0,Christianity,0.0,0.0,0.0,0.0,Military,1.0,1.0,0.0,0.0,0.0,0.0,0.0,none,none,0.0,0.0,0.0,0.0,0.0,none,Spanish,0.0,0.0,Complete,22,1999.0-2011.0,24.0,1982,1.0,11.0,2007.0,12.0,1999.0,95.0,235.0,1611.0,1.0,1.0,0.0,1.0,1.0,3.0,21.0,18.0,5.0,3.0,0.0,1.0,0.0,0.0,0,0.0,1.0,4361.0,135.0,0.0,0.0,0.0,0.0,1.0,38.0
140,401.0,none,none,none,none,Foday Kallay,Foday Kallay,Foday,Kallay,none,none,Sierra Leone,Sierra Leone vs WSN,NaN,none,NaN,Male,1975.0,NaN,NaN,Sierra Leone,NaN,25.0,none,NaN,none,none,none,none,NaN,NaN,1.0,NaN,NaN,NaN,NaN,NaN,1.0,NaN,Military,1.0,1.0,1.0,NaN,NaN,NaN,NaN,none,none,NaN,NaN,NaN,0.0,NaN,none,"Krio, English",1.0,0.0,Incomplete,96,2000.0-2000.0,1.0,1530,1.0,8.0,2000.0,9.0,2000.0,187.0,714.0,1387.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0.0,4.0,784.0,451.0,1.0,0.0,0.0,0.0,0.0,25.0
141,399.0,none,none,none,none,Foday Saybana Sankoh,Foday Sankoh,Foday,Sankoh,none,none,Sierra Leone,Sierra Leone vs RUF,Revolutionary United Front (RUF),none,82.0,Male,1937.0,2003.0,1.0,"Masang Mayoso, Tonkolili District, Sierra Leone",NaN,54.0,Founded/Co-founded,0.0,No/incomplete primary,none,none,none,0.0,0.0,1.0,63.0,1.0,NaN,0.0,1.0,0.0,0.0,Other,1.0,1.0,1.0,0.0,0.0,0.0,0.0,none,none,1.0,0.0,1.0,1.0,0.0,Disease/natural causes,"Krio, English",1.0,0.0,Complete,3560,1991.0-2000.0,31.0,1528,1.0,4.0,1991.0,5.0,2000.0,187.0,130.0,1384.0,1.0,2.0,1.0,1.0,2.0,2.0,366.0,333.0,41.0,21.0,0.0,1.0,0.0,1.0,0,0.0,4.0,784.0,451.0,1.0,0.0,0.0,0.0,0.0,63.0
142,361.0,none,none,none,none,Francis Ona,Francis Ona,Francis,Ona,none,none,Papua New Guinea,Papua New Guinea vs BRA,The Bougainville Revolutionary Army,BRA,NaN,Male,1953.0,2005.0,1.0,NaN,35.0,36.0,Founded/Co-founded,0.0,none,none,none,none,NaN,NaN,NaN,NaN,NaN,Christianity,0.0,1.0,0.0,0.0,Laborer,0.0,0.0,0.0,0.0,0.0,0.0,0.0,none,none,0.0,0.0,0.0,0.0,NaN,Disease/natural causes,Nasioi,0.0,0.0,Complete,206,1989.0-1998.0,36.0,1347,1.0,10.0,1989.0,1.0,1998.0,174.0,337.0,1171.0,0.0,1.0,1.0,0.0,3.0,2.0,0.0,0.0,9.0,1.0,0.0,0.0,0.0,1.0,0,0.0,4.0,2297.0,910.0,0.0,1.0,0.0,0.0,0.0,45.0
143,100.0,none,none,none,none,Francisco Caraballo,Francisco Caraballo,Francisco,Caraballo,none,none,Colombia,Colombia vs EPL,"Ejercito Popular de Liberacion (EPL)/Esperanza, Paz, y Libertad",Popular Liberation Army,28.0,Male,1936.0,NaN,0.0,Colombia,51.0,51.0,Appointed/Designated,0.0,Obtained Bachelor's,none,Unknown,none,0.0,0.0,1.0,NaN,1.0,Christianity,0.0,1.0,0.0,0.0,Education,0.0,0.0,0.0,0.0,0.0,0.0,0.0,none,none,0.0,0.0,0.0,0.0,0.0,none,Spanish,0.0,0.0,Complete,2030,1987.0-1990.0,22.0,376,3.0,2.0,1987.0,8.0,1990.0,92.0,343.0,1607.0,1.0,1.0,0.0,0.0,1.0,2.0,54.0,38.0,23.0,12.0,0.0,1.0,0.0,0.0,0,0.0,6.0,6303.0,100.0,0.0,0.0,0.0,0.0,1.0,54.0
144,424.0,none,none,none,none,Francisco Mugica Garmendia,Francisco Garmendia,Francisco,Garmendia,Artapalo; Pakito,none,Spain,Spain vs ETA,Euskadi ta Askatasuna (ETA)/Batasuna,Basque Homeland and Freedom,6.0,Male,1954.0,NaN,0.0,"Ordizia, Spain",33.0,37.0,Appointed/Designated,0.0,none,none,none,none,NaN,NaN,0.0,NaN,0.0,Christianity,NaN,0.0,0.0,0.0,Activist,0.0,1.0,1.0,0.0,1.0,0.0,0.0,none,none,0.0,0.0,1.0,0.0,0.0,none,"Basque, Spanish",0.0,0.0,Complete,676,1987.0-1992.0,6.0,2030,1.0,1.0,1991.0,12.0,1987.0,147.0,366.0,1156.0,0.0,1.0,0.0,1.0,1.0,3.0,29.0,26.0,88.0,39.0,0.0,0.0,0.0,1.0,0,0.0,7.0,12690.0,230.0,0.0,0.0,1.0,0.0,0.0,33.0
145,66.0,none,none,none,none,François Bozizé Yangouvonda,François Bozizé,François,Bozizé,none,none,Central African Republic,Central African Republic vs Forces of Francois Bozize,Forces of Francois Bozize,none,NaN,Male,1946.0,NaN,0.0,"Mouila, Gabon",55.0,56.0,Founded/Co-founded,0.0,Obtained Bachelor's,Military Studies (Officer Training),Military,none,0.0,1.0,1.0,NaN,1.0,Christianity,0.0,1.0,0.0,0.0,Military,1.0,1.0,1.0,1.0,1.0,1.0,13.0,Bachelor's,"Central African Republic, France, Cabinda",1.0,0.0,3.0,1.0,0.0,none,French,0.0,0.0,Complete,954,2002.0-2003.0,1.0,288,1.0,10.0,2002.0,3.0,2003.0,222.0,287.0,1407.0,1.0,1.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,-2.0,594.0,482.0,1.0,0.0,0.0,0.0,0.0,57.0
146,490.0,none,none,none,none,Franjo Tudjman,Franjo Tudjman,Franjo,Tudjman,none,none,Yugoslavia,Yugoslavia vs Republic of Croatia,Republic of Croatia,none,NaN,Male,1922.0,1999.0,1.0,"Veliko Trgovisce, Kingdom of Serbs, Croats, and Slovenes (Now Croatia)",68.0,69.0,Elected,0.0,Obtained Doctorate,History,History,none,0.0,0.0,1.0,999.0,1.0,NaN,1.0,0.0,0.0,0.0,Other,1.0,1.0,1.0,0.0,0.0,0.0,0.0,none,none,0.0,0.0,0.0,1.0,0.0,Disease/natural causes,Croatian,0.0,0.0,Complete,6390,1991.0-1991.0,1.0,1888,1.0,6.0,1991.0,12.0,1991.0,190.0,272.0,1180.0,0.0,2.0,1.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,-3.0,6144.0,345.0,0.0,0.0,1.0,0.0,0.0,69.0
147,394.0,none,none,none,none,Fred Rwigyema,Fred Rwigyema,Fred,Rwigyema,none,none,Rwanda,Rwanda vs RPF,NaN,none,NaN,Male,1957.0,1990.0,1.0,"Musambira, Rwanda",32.0,33.0,Appointed/Designated,0.0,Finished secondary,none,none,none,0.0,0.0,1.0,NaN,1.0,NaN,NaN,NaN,0.0,0.0,Military,1.0,1.0,1.0,1.0,1.0,1.0,NaN,Secondary,Uganda,1.0,0.0,3.0,0.0,0.0,KIA,none,NaN,NaN,Complete,468,1990.0-1990.0,1.0,1495,1.0,10.0,1990.0,10.0,1990.0,179.0,127.0,1379.0,1.0,2.0,0.0,0.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,NaN,NaN,0,0.0,-3.0,1061.0,517.0,1.0,0.0,0.0,0.0,0.0,33.0
148,482.0,none,none,none,none,Gabriel Rafael Puerta Aponte,Gabriel Puerta Aponte,Gabriel,Puerta Aponte,none,none,Venezuela,Venezuela vs BR,Bandera Roja,Red Flag,370.0,Male,1941.0,NaN,0.0,"Libertador Bolivarian Municipality, Venezuela ",39.0,41.0,Unclear,0.0,none,none,none,none,NaN,NaN,0.0,NaN,0.0,Christianity,1.0,1.0,0.0,0.0,Activist,0.0,1.0,1.0,0.0,0.0,NaN,NaN,none,none,0.0,0.0,NaN,1.0,0.0,none,Spanish,0.0,0.0,Complete,582,1982.0-1982.0,1.0,1874,1.0,1.0,1982.0,4.0,1982.0,80.0,778.0,1602.0,1.0,1.0,0.0,0.0,1.0,NaN,0.0,0.0,0.0,0.0,0.0,NaN,0.0,0.0,0,0.0,6.0,9846.0,101.0,0.0,0.0,0.0,0.0,1.0,41.0
149,151.0,none,none,none,none,Galassa Dilbo,Galassa Dilbo,Galassa,Dilbo,Yohannis Benti,none,Ethiopia,Ethiopia vs OLF,Adda Bilisummaa Oromoo (ABO)/Oromo Liberation Front (OLF),OLF,167.0,Male,NaN,NaN,0.0,"Horo Gudru, Wollega Region, Ethiopia",NaN,NaN,Elected,0.0,Finished secondary,none,none,none,0.0,0.0,NaN,NaN,NaN,NaN,NaN,1.0,0.0,0.0,Activist,0.0,0.0,0.0,0.0,0.0,0.0,0.0,none,none,0.0,0.0,0.0,0.0,0.0,none,"Oromo, Amharic",0.0,0.0,Complete,5,1980.0-1999.0,194.0,608,3.0,3.0,1980.0,12.0,1999.0,219.0,55.0,1404.0,0.0,2.0,1.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,1.0,471.0,530.0,1.0,0.0,0.0,0.0,0.0,NaN
150,37.0,none,none,none,none,Garen Baburyan,Garen Baburyan,Garen,Baburyan,none,none,Azerbaijan,Azerbaijan vs NKR,Nagorno-Karabakh Republic,NKR,NaN,Male,1954.0,2011.0,1.0,"Stepanakert, Nagorno-Karabakh Republic, Azerbaijan",39.0,39.0,Appointed/Designated,0.0,Obtained Bachelor's,Law,Law,none,NaN,NaN,0.0,NaN,0.0,Christianity,NaN,0.0,0.0,0.0,Career politician,1.0,0.0,0.0,1.0,0.0,0.0,0.0,none,none,0.0,0.0,0.0,0.0,0.0,Disease/natural causes,Armenian,0.0,0.0,Complete,1,1993.0-1994.0,7.0,164,4.0,6.0,1993.0,5.0,1994.0,193.0,361.0,1181.0,0.0,2.0,1.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,-3.0,4066.0,373.0,0.0,0.0,1.0,0.0,0.0,40.0
151,270.0,none,none,none,none,Gaspard Deli,Gaspard Deli,Gaspard,Deli,none,none,Ivory coast,Ivory Coast vs MJP,NaN,none,NaN,Male,NaN,NaN,NaN,NaN,NaN,NaN,none,NaN,none,none,none,none,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,none,NaN,NaN,NaN,NaN,NaN,NaN,NaN,none,none,NaN,NaN,NaN,NaN,NaN,none,none,NaN,NaN,Incomplete,40,2002.0-2003.0,3.0,1063,1.0,12.0,2002.0,12.0,2003.0,225.0,245.0,1409.0,1.0,1.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0,0.0,4.0,1478.0,437.0,1.0,0.0,0.0,0.0,0.0,NaN
152,317.0,none,General,none,none,Aung Than Lay,Aung Than Lay,Aung,Than Lay,none,none,Myanmar,Myanmar vs KNPP,Karenni National Progressive Party (KNPP)/Karenni Army,KNPP,337.0,Male,1929.0,2010.0,1.0,"Yonetaw Village, Myanmar",NaN,67.0,Unclear,NaN,none,none,none,none,NaN,NaN,1.0,NaN,1.0,NaN,NaN,NaN,NaN,NaN,none,NaN,1.0,1.0,NaN,NaN,NaN,NaN,none,none,NaN,NaN,NaN,NaN,NaN,Disease/natural causes,none,NaN,NaN,Incomplete,7550,1992.0-1996.0,2.0,2060,1.0,1.0,1996.0,12.0,1992.0,56.0,311.0,1067.0,0.0,1.0,1.0,1.0,1.0,2.0,7.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0,0.0,-3.0,1147.0,775.0,0.0,1.0,0.0,0.0,0.0,63.0
